emmean,SE,df,asymp.LCL,asymp.UCL,condition
0.11096275251244768,0.012806439164890588,Inf,0.08586259297905893,0.13606291204583643,Y_exp4
0.1726336621987837,0.013395830740305557,Inf,0.1463783164047903,0.19888900799277712,B_exp4
-0.08721217594567,0.012805997939455508,Inf,-0.11231147069309694,-0.06211288119824307,A_exp4
0.1236753999549956,0.013395610291767779,Inf,0.09742048623219668,0.14993031367779452,X_exp4
