factor,slider.response,my_rs,difference
size_manipulated,0.598148148,0.774545455,0.176397307
standard_plot,0.509259259,0.415454545,-0.093804714
standard_plot,0.802777778,0.918181818,0.11540404
size_manipulated,0.510185185,0.325681818,-0.184503367
standard_plot,0.903703704,0.99,0.086296296
standard_plot,0.687037037,0.595,-0.092037037
size_manipulated,0.951851852,0.99,0.038148148
size_manipulated,0.850925926,0.918181818,0.067255892
size_manipulated,0.249074074,0.2,-0.049074074
size_manipulated,0.712037037,0.810454545,0.098417508
size_manipulated,0.652777778,0.469318182,-0.183459596
standard_plot,0.447222222,0.361590909,-0.085631313
standard_plot,0.499074074,0.3975,-0.101574074
size_manipulated,0.59537037,0.505227273,-0.090143097
standard_plot,0.300925926,0.684772727,0.383846801
standard_plot,0.455555556,0.630909091,0.175353535
standard_plot,0.292592593,0.343636364,0.051043771
standard_plot,0.45,0.505227273,0.055227273
size_manipulated,0.64537037,0.684772727,0.039402357
standard_plot,0.546296296,0.577045455,0.030749159
size_manipulated,0.767592593,0.864318182,0.096725589
size_manipulated,0.496296296,0.451363636,-0.04493266
standard_plot,0.652777778,0.828409091,0.175631313
size_manipulated,0.701851852,0.720681818,0.018829966
size_manipulated,0.757407407,0.846363636,0.088956229
size_manipulated,0.598148148,0.577045455,-0.021102693
standard_plot,0.547222222,0.523181818,-0.024040404
size_manipulated,0.501851852,0.217954545,-0.283897307
standard_plot,0.546296296,0.612954545,0.066658249
size_manipulated,0.584635417,0.541136364,-0.043499053
size_manipulated,0.6796875,0.702727273,0.023039773
standard_plot,0.071614583,0.217954545,0.146339962
size_manipulated,0.381510417,0.271818182,-0.109692235
standard_plot,0.502604167,0.738636364,0.236032197
standard_plot,0.14453125,0.469318182,0.324786932
standard_plot,0.299479167,0.702727273,0.403248106
standard_plot,0.82421875,0.882272727,0.058053977
size_manipulated,0.768229167,0.828409091,0.060179924
standard_plot,0.23828125,0.756590909,0.518309659
standard_plot,0.858072917,0.936136364,0.078063447
standard_plot,0.39453125,0.684772727,0.290241477
size_manipulated,0.217447917,0.343636364,0.126188447
size_manipulated,0.100260417,0.433409091,0.333148674
standard_plot,0.001302083,0.379545455,0.378243372
standard_plot,0.951822917,0.954090909,0.002267992
size_manipulated,0.850260417,0.666818182,-0.183442235
standard_plot,0.483072917,0.666818182,0.183745265
standard_plot,0.15625,0.253863636,0.097613636
size_manipulated,0.916666667,0.774545455,-0.142121212
standard_plot,0.061197917,0.433409091,0.372211174
standard_plot,0.2109375,0.559090909,0.348153409
standard_plot,0.0625,0.271818182,0.209318182
standard_plot,0.0625,0.2,0.1375
size_manipulated,0.0625,0.217954545,0.155454545
standard_plot,0.953125,0.972045455,0.018920455
standard_plot,0.122395833,0.3975,0.275104167
standard_plot,0.49609375,0.774545455,0.278451705
standard_plot,0.1796875,0.577045455,0.397357955
standard_plot,0.01953125,0.487272727,0.467741477
size_manipulated,0.130208333,0.523181818,0.392973485
size_manipulated,0.09375,0.451363636,0.357613636
standard_plot,0.8828125,0.7925,-0.0903125
size_manipulated,0.236979167,0.415454545,0.178475378
standard_plot,0.412760417,0.630909091,0.218148674
size_manipulated,0.89453125,0.630909091,-0.263622159
size_manipulated,0.686197917,0.559090909,-0.127107008
size_manipulated,0.91796875,0.846363636,-0.071605114
size_manipulated,0.436197917,0.469318182,0.033120265
standard_plot,0.25390625,0.523181818,0.269275568
size_manipulated,0.04296875,0.235909091,0.192940341
standard_plot,0,0.451363636,0.451363636
size_manipulated,0.15234375,0.487272727,0.334928977
standard_plot,0,0.307727273,0.307727273
standard_plot,0.55078125,0.810454545,0.259673295
size_manipulated,0.897135417,0.864318182,-0.032817235
size_manipulated,0.9609375,0.720681818,-0.240255682
size_manipulated,0.305989583,0.289772727,-0.016216856
size_manipulated,0.986979167,0.99,0.003020833
standard_plot,0.022135417,0.595,0.572864583
size_manipulated,0.095052083,0.307727273,0.21267519
standard_plot,0.98046875,0.99,0.00953125
size_manipulated,0.608072917,0.648863636,0.040790719
standard_plot,0.026041667,0.235909091,0.209867424
size_manipulated,0.204427083,0.595,0.390572917
size_manipulated,0.8828125,0.684772727,-0.198039773
size_manipulated,0.341145833,0.577045455,0.235899622
standard_plot,0.016927083,0.325681818,0.308754735
size_manipulated,0.981770833,0.936136364,-0.045634469
standard_plot,0.04296875,0.720681818,0.677713068
size_manipulated,0.02734375,0.361590909,0.334247159
size_manipulated,0.9921875,0.918181818,-0.074005682
standard_plot,NA,0.361590909,NA
standard_plot,0.032552083,0.541136364,0.508584281
size_manipulated,0.869791667,0.738636364,-0.131155303
size_manipulated,0.869791667,0.505227273,-0.364564394
size_manipulated,0.170572917,0.379545455,0.208972538
size_manipulated,0.932291667,0.7925,-0.139791667
size_manipulated,0.08203125,0.2,0.11796875
standard_plot,0.01171875,0.415454545,0.403735795
size_manipulated,0.09375,0.3975,0.30375
size_manipulated,0.9921875,0.756590909,-0.235596591
standard_plot,0.088541667,0.648863636,0.560321969
standard_plot,0.74609375,0.846363636,0.100269886
standard_plot,0.130208333,0.612954545,0.482746212
size_manipulated,0.221354167,0.612954545,0.391600378
size_manipulated,0.947916667,0.954090909,0.006174242
standard_plot,0.188802083,0.505227273,0.31642519
standard_plot,0.924479167,0.918181818,-0.006297349
size_manipulated,0.970052083,0.810454545,-0.159597538
size_manipulated,0.970052083,0.972045455,0.001993372
size_manipulated,0.287760417,0.325681818,0.037921401
standard_plot,0.778645833,0.864318182,0.085672349
size_manipulated,0.920572917,0.882272727,-0.03830019
standard_plot,0.959635417,0.828409091,-0.131226326
size_manipulated,0.979166667,0.900227273,-0.078939394
size_manipulated,0.036458333,0.253863636,0.217405303
standard_plot,0.802083333,0.900227273,0.09814394
standard_plot,0.1953125,0.343636364,0.148323864
standard_plot,0.079427083,0.289772727,0.210345644
standard_plot,0,0.756590909,0.756590909
size_manipulated,0.354166667,0.379545455,0.025378788
size_manipulated,0.516927083,0.343636364,-0.173290719
standard_plot,0.950520833,0.954090909,0.003570076
standard_plot,0.19921875,0.595,0.39578125
size_manipulated,0.39453125,0.523181818,0.128650568
standard_plot,0.993489583,0.972045455,-0.021444128
size_manipulated,0.88671875,0.756590909,-0.130127841
size_manipulated,0.998697917,0.99,-0.008697917
size_manipulated,0.955729167,0.900227273,-0.055501894
size_manipulated,0.126302083,0.253863636,0.127561553
standard_plot,0.337239583,0.523181818,0.185942235
size_manipulated,0.338541667,0.559090909,0.220549242
standard_plot,0.24609375,0.379545455,0.133451705
size_manipulated,0.348958333,0.505227273,0.15626894
standard_plot,0.295572917,0.343636364,0.048063447
standard_plot,0.55078125,0.271818182,-0.278963068
size_manipulated,0.735677083,0.612954545,-0.122722538
size_manipulated,0.923177083,0.954090909,0.030913826
standard_plot,0.479166667,0.720681818,0.241515151
size_manipulated,0.587239583,0.630909091,0.043669508
standard_plot,0.384114583,0.361590909,-0.022523674
standard_plot,0.389322917,0.577045455,0.187722538
size_manipulated,0.90625,0.810454545,-0.095795455
standard_plot,0.739583333,0.451363636,-0.288219697
size_manipulated,0.559895833,0.235909091,-0.323986742
size_manipulated,0.71875,0.361590909,-0.357159091
standard_plot,0.848958333,0.936136364,0.087178031
size_manipulated,0.697916667,0.2,-0.497916667
standard_plot,0.484375,0.738636364,0.254261364
size_manipulated,0.981770833,0.882272727,-0.099498106
standard_plot,0.44921875,0.217954545,-0.231264205
standard_plot,1,0.99,-0.01
standard_plot,0.21484375,0.469318182,0.254474432
size_manipulated,0.548177083,0.415454545,-0.132722538
size_manipulated,0.748697917,0.702727273,-0.045970644
size_manipulated,0.82421875,0.666818182,-0.157400568
standard_plot,0.436197917,0.253863636,-0.182334281
standard_plot,0.798177083,0.882272727,0.084095644
standard_plot,0.540364583,0.846363636,0.305999053
size_manipulated,0.595052083,0.595,-5.208300000003607e-5
standard_plot,0.451822917,0.289772727,-0.16205019
standard_plot,0.51171875,0.235909091,-0.275809659
size_manipulated,0.66015625,0.684772727,0.024616477
standard_plot,0.49609375,0.666818182,0.170724432
size_manipulated,0.846354167,0.7925,-0.053854167
standard_plot,0.55078125,0.559090909,0.008309659
size_manipulated,0.575520833,0.433409091,-0.142111742
size_manipulated,0.576822917,0.289772727,-0.28705019
standard_plot,0.384114583,0.415454545,0.031339962
standard_plot,0.384114583,0.325681818,-0.058432765
standard_plot,0.459635417,0.648863636,0.189228219
size_manipulated,0.57421875,0.541136364,-0.033082386
size_manipulated,0.638020833,0.648863636,0.010842803
size_manipulated,0.9140625,0.936136364,0.022073864
size_manipulated,0.9375,0.307727273,-0.629772727
standard_plot,0.8046875,0.810454545,0.005767045
standard_plot,0.311197917,0.684772727,0.37357481
size_manipulated,0.88671875,0.738636364,-0.148082386
size_manipulated,0.438802083,0.451363636,0.012561553
size_manipulated,0.856770833,0.918181818,0.061410985
size_manipulated,NA,0.217954545,NA
standard_plot,NA,0.307727273,NA
standard_plot,0.852864583,0.7925,-0.060364583
standard_plot,NA,0.864318182,NA
size_manipulated,0.717447917,0.720681818,0.003233901
standard_plot,0.83203125,0.828409091,-0.003622159
size_manipulated,0.993489583,0.864318182,-0.129171401
standard_plot,0.375,0.433409091,0.058409091
size_manipulated,0.565104167,0.577045455,0.011941288
size_manipulated,0.942708333,0.846363636,-0.096344697
standard_plot,0.3203125,0.505227273,0.184914773
size_manipulated,0.915364583,0.828409091,-0.086955492
size_manipulated,0.1640625,0.3975,0.2334375
standard_plot,0.361979167,0.630909091,0.268929924
size_manipulated,0.903645833,0.774545455,-0.129100378
size_manipulated,0.341145833,0.469318182,0.128172349
standard_plot,0.727864583,0.774545455,0.046680872
size_manipulated,0.178385417,0.271818182,0.093432765
standard_plot,0.279947917,0.2,-0.079947917
size_manipulated,0.567708333,0.487272727,-0.080435606
standard_plot,0.963541667,0.900227273,-0.063314394
standard_plot,0.130208333,0.541136364,0.410928031
standard_plot,0.717447917,0.918181818,0.200733901
size_manipulated,0.994791667,0.972045455,-0.022746212
standard_plot,0.053385417,0.612954545,0.559569128
standard_plot,0.180989583,0.702727273,0.52173769
standard_plot,0.1328125,0.3975,0.2646875
size_manipulated,0.25,0.325681818,0.075681818
standard_plot,0.268229167,0.487272727,0.21904356
standard_plot,0.218518519,0.343636364,0.125117845
standard_plot,0.227777778,0.217954545,-0.009823233
standard_plot,0.573148148,0.720681818,0.14753367
standard_plot,0.45462963,0.756590909,0.301961279
size_manipulated,0.851851852,0.954090909,0.102239057
standard_plot,0.29537037,0.505227273,0.209856903
standard_plot,0.37037037,0.648863636,0.278493266
size_manipulated,0.236111111,0.2,-0.036111111
standard_plot,0.32037037,0.666818182,0.346447812
size_manipulated,0.355555556,0.271818182,-0.083737374
size_manipulated,0.449074074,0.487272727,0.038198653
size_manipulated,0.741666667,0.7925,0.050833333
size_manipulated,0.687962963,0.684772727,-0.003190236
size_manipulated,0.847222222,0.774545455,-0.072676767
size_manipulated,0.397222222,0.612954545,0.215732323
standard_plot,0.321296296,0.541136364,0.219840068
size_manipulated,0.356481481,0.469318182,0.112836701
standard_plot,0.219444444,0.325681818,0.106237374
size_manipulated,0.37037037,0.630909091,0.260538721
standard_plot,0.333333333,0.612954545,0.279621212
standard_plot,0.319444444,0.415454545,0.096010101
standard_plot,0.890740741,0.972045455,0.081304714
size_manipulated,0.282407407,0.325681818,0.043274411
standard_plot,0.362962963,0.7925,0.429537037
standard_plot,0.362962963,0.846363636,0.483400673
standard_plot,0.387037037,0.828409091,0.441372054
standard_plot,0.189814815,0.253863636,0.064048821
size_manipulated,0.692592593,0.846363636,0.153771043
standard_plot,0.497222222,0.864318182,0.36709596
size_manipulated,0.328703704,0.415454545,0.086750841
standard_plot,0.318518519,0.630909091,0.312390572
size_manipulated,0.314814815,0.451363636,0.136548821
size_manipulated,0.277777778,0.523181818,0.24540404
size_manipulated,0.716666667,0.666818182,-0.049848485
size_manipulated,0.972222222,0.99,0.017777778
size_manipulated,0.121296296,0.253863636,0.13256734
standard_plot,0.767592593,0.918181818,0.150589225
size_manipulated,0.875925926,0.864318182,-0.011607744
standard_plot,0.102777778,0.361590909,0.258813131
standard_plot,0.161111111,0.289772727,0.128661616
size_manipulated,0.312037037,0.505227273,0.193190236
size_manipulated,0.284259259,0.343636364,0.059377105
size_manipulated,0.292592593,0.379545455,0.086952862
size_manipulated,0.489814815,0.702727273,0.212912458
size_manipulated,0.939814815,0.972045455,0.03223064
standard_plot,0.450925926,0.810454545,0.359528619
size_manipulated,0.77037037,0.918181818,0.147811448
size_manipulated,0.333333333,0.217954545,-0.115378788
standard_plot,0.197222222,0.433409091,0.236186869
standard_plot,0.155555556,0.379545455,0.223989899
standard_plot,0.190740741,0.451363636,0.260622895
standard_plot,0.2,0.559090909,0.359090909
size_manipulated,0.24537037,0.433409091,0.188038721
standard_plot,0.213888889,0.577045455,0.363156566
standard_plot,0.337037037,0.738636364,0.401599327
size_manipulated,0.732407407,0.828409091,0.096001684
standard_plot,0.136111111,0.271818182,0.135707071
size_manipulated,0.571296296,0.756590909,0.185294613
standard_plot,0.348148148,0.684772727,0.336624579
standard_plot,0.325,0.702727273,0.377727273
size_manipulated,0.397222222,0.720681818,0.323459596
size_manipulated,0.310185185,0.559090909,0.248905724
standard_plot,0.241666667,0.307727273,0.066060606
size_manipulated,0.341666667,0.577045455,0.235378788
size_manipulated,0.232407407,0.235909091,0.003501684
size_manipulated,0.886111111,0.936136364,0.050025253
standard_plot,0.206481481,0.235909091,0.02942761
size_manipulated,0.35462963,0.595,0.24037037
size_manipulated,0.250925926,0.361590909,0.110664983
size_manipulated,0.2,0.289772727,0.089772727
size_manipulated,0.8,0.882272727,0.082272727
size_manipulated,0.747222222,0.900227273,0.153005051
standard_plot,0.314814815,0.774545455,0.45973064
standard_plot,0.138888889,0.469318182,0.330429293
standard_plot,0.658333333,0.936136364,0.277803031
standard_plot,0.675,0.900227273,0.225227273
standard_plot,0.175925926,0.2,0.024074074
standard_plot,0.147222222,0.3975,0.250277778
standard_plot,0.937962963,0.99,0.052037037
size_manipulated,0.190740741,0.307727273,0.116986532
standard_plot,0.690740741,0.954090909,0.263350168
size_manipulated,0.699074074,0.810454545,0.111380471
size_manipulated,0.646296296,0.738636364,0.092340068
standard_plot,0.177777778,0.487272727,0.309494949
standard_plot,0.562962963,0.882272727,0.319309764
size_manipulated,0.437962963,0.541136364,0.103173401
standard_plot,0.29537037,0.595,0.29962963
size_manipulated,0.238888889,0.3975,0.158611111
standard_plot,0.238888889,0.523181818,0.284292929
size_manipulated,0.52962963,0.648863636,0.119234006
standard_plot,0.302777778,0.756590909,0.453813131
size_manipulated,0.949074074,0.972045455,0.022971381
standard_plot,0.037037037,0.3975,0.360462963
standard_plot,0.027777778,0.666818182,0.639040404
size_manipulated,0.14537037,0.523181818,0.377811448
standard_plot,0.753703704,0.954090909,0.200387205
size_manipulated,0.151851852,0.433409091,0.281557239
size_manipulated,0.130555556,0.289772727,0.159217171
standard_plot,0.199074074,0.523181818,0.324107744
size_manipulated,0.302777778,0.3975,0.094722222
size_manipulated,0.947222222,0.954090909,0.006868687
standard_plot,0.061111111,0.343636364,0.282525253
size_manipulated,0.017592593,0.379545455,0.361952862
standard_plot,0.437962963,0.559090909,0.121127946
size_manipulated,0.780555556,0.900227273,0.119671717
standard_plot,0.371296296,0.810454545,0.439158249
size_manipulated,0.715740741,0.774545455,0.058804714
standard_plot,0.014814815,0.469318182,0.454503367
standard_plot,0.512962963,0.864318182,0.351355219
standard_plot,0.621296296,0.918181818,0.296885522
standard_plot,0.024074074,0.325681818,0.301607744
standard_plot,0.038888889,0.289772727,0.250883838
standard_plot,0.112037037,0.2,0.087962963
standard_plot,0.122222222,0.307727273,0.185505051
size_manipulated,0.750925926,0.7925,0.041574074
standard_plot,0.589814815,0.738636364,0.148821549
standard_plot,0.598148148,0.846363636,0.248215488
standard_plot,0.22037037,0.487272727,0.266902357
standard_plot,0.756481481,0.972045455,0.215563974
standard_plot,0.173148148,0.595,0.421851852
size_manipulated,0.561111111,0.756590909,0.195479798
size_manipulated,0.696296296,0.918181818,0.221885522
size_manipulated,0.105555556,0.325681818,0.220126262
size_manipulated,0.974074074,0.99,0.015925926
standard_plot,0.030555556,0.379545455,0.348989899
standard_plot,0.162037037,0.217954545,0.055917508
standard_plot,0.630555556,0.900227273,0.269671717
standard_plot,0.110185185,0.253863636,0.143678451
standard_plot,0.127777778,0.505227273,0.377449495
size_manipulated,0.324074074,0.2,-0.124074074
size_manipulated,0.517592593,0.630909091,0.113316498
standard_plot,0.438888889,0.720681818,0.281792929
size_manipulated,0.309259259,0.217954545,-0.091304714
size_manipulated,0.825925926,0.936136364,0.110210438
size_manipulated,0.507407407,0.541136364,0.033728957
standard_plot,0.306481481,0.271818182,-0.034663299
size_manipulated,0.726851852,0.846363636,0.119511784
size_manipulated,0.712962963,0.648863636,-0.064099327
size_manipulated,0.333333333,0.415454545,0.082121212
standard_plot,0.387962963,0.702727273,0.31476431
size_manipulated,0.705555556,0.666818182,-0.038737374
standard_plot,0.322222222,0.451363636,0.129141414
size_manipulated,0.632407407,0.684772727,0.05236532
standard_plot,0.547222222,0.577045455,0.029823233
size_manipulated,0.688888889,0.702727273,0.013838384
standard_plot,0.626851852,0.648863636,0.022011784
size_manipulated,0.424074074,0.361590909,-0.062483165
size_manipulated,0.383333333,0.235909091,-0.147424242
standard_plot,0.237962963,0.361590909,0.123627946
size_manipulated,0.62962963,0.577045455,-0.052584175
standard_plot,0.652777778,0.828409091,0.175631313
size_manipulated,0.661111111,0.612954545,-0.048156566
size_manipulated,0.494444444,0.343636364,-0.15080808
standard_plot,0.538888889,0.684772727,0.145883838
standard_plot,0.783333333,0.936136364,0.152803031
standard_plot,0.603703704,0.630909091,0.027205387
standard_plot,0.235185185,0.235909091,7.239059999999964e-4
size_manipulated,0.312037037,0.307727273,-0.004309764
size_manipulated,0.296296296,0.271818182,-0.024478114
standard_plot,0.910185185,0.99,0.079814815
size_manipulated,0.603703704,0.487272727,-0.116430977
size_manipulated,0.564814815,0.469318182,-0.095496633
standard_plot,0.541666667,0.541136364,-5.303030000000097e-4
size_manipulated,0.659259259,0.559090909,-0.10016835
size_manipulated,0.726851852,0.595,-0.131851852
size_manipulated,0.706481481,0.720681818,0.014200337
size_manipulated,0.564814815,0.451363636,-0.113451179
standard_plot,0.661111111,0.774545455,0.113434344
standard_plot,0.299074074,0.415454545,0.116380471
size_manipulated,0.748148148,0.828409091,0.080260943
size_manipulated,0.824074074,0.864318182,0.040244108
standard_plot,0.185185185,0.433409091,0.248223906
size_manipulated,0.196296296,0.253863636,0.05756734
standard_plot,0.590740741,0.7925,0.201759259
standard_plot,0.610185185,0.612954545,0.00276936
size_manipulated,0.638888889,0.505227273,-0.133661616
size_manipulated,0.738888889,0.738636364,-2.5252500000005895e-4
size_manipulated,0.889814815,0.882272727,-0.007542088
size_manipulated,0.866666667,0.810454545,-0.056212122
standard_plot,0.661111111,0.882272727,0.221161616
standard_plot,NA,0.738636364,NA
size_manipulated,0.662037037,0.325681818,-0.336355219
standard_plot,0.25,0.720681818,0.470681818
standard_plot,0.099074081,0.235909091,0.13683501
standard_plot,0.130555577,0.433409091,0.302853514
standard_plot,0.107407429,0.325681818,0.218274389
size_manipulated,0.925000085,0.918181818,-0.006818267
size_manipulated,0.497222265,0.469318182,-0.027904083
size_manipulated,0.433333362,0.433409091,7.572900000002436e-5
size_manipulated,0.431481467,0.343636364,-0.087845103
standard_plot,0.079629651,0.451363636,0.371733985
standard_plot,0.207407422,0.253863636,0.046456214
standard_plot,0.13703703,0.271818182,0.134781152
standard_plot,0.850000028,0.972045455,0.122045427
standard_plot,0.102777799,0.541136364,0.438358565
size_manipulated,0.62962963,0.541136364,-0.088493266
size_manipulated,0.44722225,0.3975,-0.04972225
size_manipulated,0.708333333,0.684772727,-0.023560606
size_manipulated,0.505555541,0.2,-0.305555541
standard_plot,0.287962949,0.702727273,0.414764324
standard_plot,0.466666681,0.918181818,0.451515137
standard_plot,0.079629651,0.2,0.120370349
size_manipulated,0.897222307,0.900227273,0.003004966
standard_plot,0.099074081,0.379545455,0.280471374
size_manipulated,0.771296325,0.7925,0.021203675
standard_plot,0.516666695,0.828409091,0.311742396
standard_plot,0.664814843,0.954090909,0.289276066
standard_plot,0.231481481,0.505227273,0.273745792
standard_plot,0.341666681,0.846363636,0.504696955
standard_plot,0.187037044,0.577045455,0.390008411
size_manipulated,0.79814812,0.882272727,0.084124607
size_manipulated,0.113888882,0.307727273,0.193838391
size_manipulated,0.588888875,0.756590909,0.167702034
standard_plot,0.10092594,0.289772727,0.188846787
standard_plot,0.098148169,0.415454545,0.317306376
standard_plot,0.387962977,0.882272727,0.49430975
size_manipulated,0.089814822,0.253863636,0.164048814
standard_plot,0.128703718,0.684772727,0.556069009
standard_plot,0.39907406,0.756590909,0.357516849
standard_plot,0.070370392,0.217954545,0.147584153
size_manipulated,0.521296325,0.595,0.073703675
size_manipulated,0.914814843,0.954090909,0.039276066
standard_plot,0.078703704,0.307727273,0.229023569
standard_plot,0.134259259,0.630909091,0.496649832
size_manipulated,0.251851894,0.487272727,0.235420833
standard_plot,0.135185206,0.648863636,0.51367843
standard_plot,0.400925954,0.900227273,0.499301319
size_manipulated,0.676851838,0.738636364,0.061784526
size_manipulated,0.761111153,0.810454545,0.049343392
standard_plot,0.135185206,0.487272727,0.352087521
size_manipulated,0.135185206,0.415454545,0.280269339
size_manipulated,0.553703732,0.648863636,0.095159904
size_manipulated,0.354629658,0.505227273,0.150597615
standard_plot,0.423148191,0.774545455,0.351397264
standard_plot,0.074074074,0.343636364,0.26956229
standard_plot,0.779629672,0.936136364,0.156506692
size_manipulated,0.091666681,0.289772727,0.198106046
size_manipulated,0.277777778,0.577045455,0.299267677
size_manipulated,0.666666667,0.846363636,0.179696969
size_manipulated,0.043518526,0.271818182,0.228299656
standard_plot,0.078703704,0.469318182,0.390614478
size_manipulated,0.672222208,0.720681818,0.04845961
size_manipulated,0.562037079,0.630909091,0.068872012
size_manipulated,0.094444452,0.379545455,0.285101003
size_manipulated,0.215740769,0.451363636,0.235622867
standard_plot,0.10833334,0.612954545,0.504621205
size_manipulated,0.628703718,0.774545455,0.145841737
size_manipulated,0.756481524,0.828409091,0.071927567
standard_plot,0.512962977,0.864318182,0.351355205
size_manipulated,0.563888903,0.702727273,0.13883837
size_manipulated,0.345370399,0.612954545,0.267584146
size_manipulated,0.376851894,0.523181818,0.146329924
size_manipulated,0.032407407,0.217954545,0.185547138
standard_plot,0.538888931,0.810454545,0.271565614
standard_plot,0.194444444,0.595,0.400555556
size_manipulated,0.899074131,0.972045455,0.072971324
standard_plot,0.11296297,0.361590909,0.248627939
standard_plot,0.850000028,0.99,0.139999972
size_manipulated,0.784259302,0.864318182,0.08005888
size_manipulated,0.625,0.666818182,0.041818182
size_manipulated,0.795370384,0.936136364,0.14076598
standard_plot,0.099999993,0.559090909,0.459090916
size_manipulated,0.135185206,0.361590909,0.226405703
standard_plot,0.228703746,0.7925,0.563796254
standard_plot,0.098148169,0.3975,0.299351831
size_manipulated,0.962962963,0.99,0.027037037
standard_plot,0.125925947,0.523181818,0.397255871
size_manipulated,0.061111132,0.235909091,0.174797959
standard_plot,0.183333326,0.666818182,0.483484856
size_manipulated,0.248148176,0.559090909,0.310942733
standard_plot,NA,0.379545455,NA
standard_plot,0.395833333,0.2,-0.195833333
standard_plot,0.502604167,0.361590909,-0.141013258
size_manipulated,0.919270833,0.720681818,-0.198589015
standard_plot,0.865885417,0.774545455,-0.091339962
standard_plot,0.296875,0.415454545,0.118579545
size_manipulated,0.927083333,0.756590909,-0.170492424
standard_plot,0.283854167,0.217954545,-0.065899622
standard_plot,0.319010417,0.523181818,0.204171401
size_manipulated,0.979166667,0.900227273,-0.078939394
standard_plot,0.149739583,0.307727273,0.15798769
size_manipulated,0.161458333,0.307727273,0.14626894
standard_plot,0.944010417,0.954090909,0.010080492
size_manipulated,0.88671875,0.7925,-0.09421875
size_manipulated,0.970052083,0.882272727,-0.087779356
size_manipulated,0.962239583,0.936136364,-0.026103219
standard_plot,0.134114583,0.289772727,0.155658144
standard_plot,0.376302083,0.577045455,0.200743372
size_manipulated,0.716145833,0.666818182,-0.049327651
standard_plot,0.319010417,0.612954545,0.293944128
standard_plot,0.553385417,0.756590909,0.203205492
size_manipulated,0.993489583,0.99,-0.003489583
size_manipulated,0.263020833,0.343636364,0.080615531
standard_plot,0.290364583,0.469318182,0.178953599
standard_plot,0.328125,0.630909091,0.302784091
size_manipulated,0.98046875,0.918181818,-0.062286932
standard_plot,0.997395833,0.99,-0.007395833
size_manipulated,0.430989583,0.630909091,0.199919508
standard_plot,0.302083333,0.720681818,0.418598485
standard_plot,0.138020833,0.559090909,0.421070076
standard_plot,0.411458333,0.666818182,0.255359849
size_manipulated,0.208333333,0.2,-0.008333333
standard_plot,0.440104167,0.738636364,0.298532197
size_manipulated,0.08984375,0.289772727,0.199928977
size_manipulated,0.3125,0.325681818,0.013181818
size_manipulated,0.817708333,0.702727273,-0.11498106
standard_plot,0.170572917,0.3975,0.226927083
standard_plot,0.72265625,0.828409091,0.105752841
standard_plot,0.196614583,0.648863636,0.452249053
standard_plot,0.162760417,0.505227273,0.342466856
size_manipulated,0.15625,0.433409091,0.277159091
size_manipulated,0.983072917,0.954090909,-0.028982008
size_manipulated,0.1328125,0.217954545,0.085142045
size_manipulated,0.240885417,0.3975,0.156614583
standard_plot,0.5703125,0.846363636,0.276051136
standard_plot,0.8203125,0.882272727,0.061960227
standard_plot,0.541666667,0.702727273,0.161060606
standard_plot,0.36328125,0.451363636,0.088082386
standard_plot,0.220052083,0.343636364,0.123584281
standard_plot,0.96484375,0.972045455,0.007201705
size_manipulated,0.99609375,0.972045455,-0.024048295
size_manipulated,0.56640625,0.505227273,-0.061178977
standard_plot,0.119791667,0.253863636,0.134071969
standard_plot,0.194010417,0.595,0.400989583
standard_plot,0.18359375,0.433409091,0.249815341
size_manipulated,0.778645833,0.846363636,0.067717803
standard_plot,0.84375,0.918181818,0.074431818
size_manipulated,0.23828125,0.379545455,0.141264205
standard_plot,0.108072917,0.271818182,0.163745265
size_manipulated,0.25390625,0.253863636,-4.261399999999638e-5
size_manipulated,0.688802083,0.684772727,-0.004029356
standard_plot,0.91015625,0.936136364,0.025980114
standard_plot,0.307291667,0.235909091,-0.071382576
size_manipulated,0.274739583,0.415454545,0.140714962
size_manipulated,0.869791667,0.828409091,-0.041382576
standard_plot,0.822916667,0.864318182,0.041401515
size_manipulated,0.194010417,0.361590909,0.167580492
standard_plot,0.399739583,0.684772727,0.285033144
standard_plot,0.740885417,0.810454545,0.069569128
size_manipulated,0.703125,0.541136364,-0.161988636
size_manipulated,0.734375,0.577045455,-0.157329545
size_manipulated,0.17578125,0.487272727,0.311491477
size_manipulated,0.41796875,0.451363636,0.033394886
standard_plot,0.828125,0.900227273,0.072102273
standard_plot,0.709635417,0.7925,0.082864583
size_manipulated,0.78515625,0.738636364,-0.046519886
size_manipulated,0.807291667,0.864318182,0.057026515
size_manipulated,0.421875,0.271818182,-0.150056818
size_manipulated,0.233072917,0.235909091,0.002836174
size_manipulated,0.446614583,0.559090909,0.112476326
size_manipulated,0.772135417,0.774545455,0.002410038
standard_plot,0.247395833,0.541136364,0.293740531
standard_plot,0.307291667,0.487272727,0.17998106
size_manipulated,0.444010417,0.612954545,0.168944128
size_manipulated,0.77734375,0.810454545,0.033110795
standard_plot,0.233072917,0.325681818,0.092608901
size_manipulated,0.3515625,0.469318182,0.117755682
size_manipulated,0.75390625,0.648863636,-0.105042614
size_manipulated,0.609375,0.595,-0.014375
size_manipulated,0.412760417,0.523181818,0.110421401
size_manipulated,0.5676129,0.469318182,-0.098294718
size_manipulated,0.197660861,0.235909091,0.03824823
